"PSH_CODE","PSH_NAME"
3781,"WAYGARA"
3782,"WEDDERBURNE"
3783,"WEEAPROINAH"
3784,"WEECURRA"
3785,"WEERAGUA"
3786,"WEERANGOURT"
3787,"WEERING"
3788,"WEHLA"
3789,"WELLSFORD"
3790,"WELSHPOOL"
3791,"WELUMLA"
3792,"WEMEN"
3793,"WENSLEYDALE"
3794,"WENTWORTH"
3795,"WERMATONG"
3796,"WERRAP"
3797,"WERRIBEE"
3798,"WERRIGAR"
3799,"WERRIKOO"
3800,"WERRIMULL"
3801,"WESTON"
3802,"WEWIN"
3803,"WHANREGARWEN"
3804,"WHARPARILLA"
3805,"WHIRILY"
3806,"WHIRRAKEE"
3807,"WHITFIELD"
3808,"WHITFIELD SOUTH"
3809,"WHOOREL"
3810,"WHOROULY"
3811,"WHROO"
3812,"WIALL"
3813,"WIBENDUCK"
3814,"WICKLIFFE NORTH"
3815,"WICKLIFFE SOUTH"
3816,"WILGUL NORTH"
3817,"WILGUL SOUTH"
3818,"WILHELMINA"
3819,"WILKIN"
3820,"WILKUR"
3821,"WILLAH"
3822,"WILLAM"
3823,"WILLANGIE"
3824,"WILLATOOK"
3825,"WILLAURA"
3826,"WILLENABRINA"
3827,"WILLOBY"
3828,"WILLOWMAVIN"
3829,"WILLS"
3830,"WILLUNG"
3831,"WILL-WILL-ROOK"
3832,"WINDERMERE"
3833,"WINDARRA"
3834,"WINDHAM"
3835,"WINGAN"
3836,"WINGEEL"
3837,"WING WING"
3838,"WINIAM"
3839,"WINJALLOK"
3840,"WINNAMBOOL"
3841,"WINNINDOO"
3842,"WINTERIGA"
3843,"WINTON"
3844,"WINYAR"
3845,"WINYAYUNG"
3846,"WIRCHILLEBA"
3847,"WIRIDJIL"
3848,"WIRMBIRCHIP"
3849,"WIRMBOOL"
3850,"WIRRATE"
3851,"WIRRBIBIAL"
3852,"WITCHIPOOL"
3853,"WOATWOARA"
3854,"WODONGA"
3855,"WOLLERT"
3856,"WOLLONABY"
3857,"WOMBAT"
3858,"WOMBELANO"
3859,"WONDOOMAROOK"
3860,"WONGAN"
3861,"WONGARRA"
3862,"WONGA WONGA"
3863,"WONGA WONGA SOUTH"
3864,"WONGUNGARRA"
3865,"WONNANGATTA"
3866,"WONTHAGGI"
3867,"WONTHAGGI NORTH"
3868,"WONWONDAH"
3869,"WONWRON"
3870,"WONYIP"
3871,"WOODBOURNE"
3872,"WOODEND"
3873,"WOODNAGGERAK"
3874,"WOODSIDE"
3875,"WOODSTOCK"
3876,"WOOHLPOOER"
3877,"WOOKURKOOK"
3878,"WOOLAMAI"
3879,"WOOLENOOK"
3880,"WOOLSTHORPE"
3881,"WOOLWOOLA"
3882,"WOONGULMERANG EAST"
3883,"WOONGULMERANG WEST"
3884,"WOORAK"
3885,"WOORARRA"
3886,"WOORINEN"
3887,"WOORIWYRITE"
3888,"WOORI YALLOCK"
3889,"WOORNACK"
3890,"WOORNDOO"
3891,"WOORNYALOOK"
3892,"WOORONOOK"
3893,"WOORRAGEE"
3894,"WOORRAGEE NORTH"
3895,"WOOSANG"
3896,"WOOUNDELLAH"
3897,"WOOYOOT"
3898,"WORAIGWORM"
3899,"WORANGA"
3900,"WORMANGAL"
3901,"WORMBETE"
3902,"WOROOA"
3903,"WORROUGH"
3904,"WORROWING"
3905,"WORTONGIE"
3906,"WRATHUNG"
3907,"WRIXON"
3908,"WUK WUK"
3909,"WULLA WULLOCK"
3910,"WURDI-YOUANG"
3911,"WURRIN"
3912,"WURROOK"
3913,"WURRUK WURRUK"
3914,"WURUTWUN"
3915,"WYANGIL"
3916,"WYCHEPROOF"
3917,"WYCHITELLA"
3918,"WYEEBOO"
3919,"WYELANGTA"
3920,"WYMLET"
3921,"WYPERFELD"
3922,"WYTWALLAN"
3923,"WYTWARRONE"
3924,"WYUNA"
3925,"WY-YUNG"
3926,"YAAPEET"
3927,"YABBA"
3928,"YABBA YABBA"
3929,"YACKANDANDAH"
3930,"YALCA"
3931,"YALIMBA"
3932,"YALIMBA EAST"
3933,"YALLAKAR"
3934,"YALLA-Y-POORA"
3935,"YALLOCK"
3936,"YALLOOK"
3937,"YALLUM"
3938,"YALMY"
3939,"YALOAK"
3940,"YALONG"
3941,"YALONG SOUTH"
3942,"YAMBUK"
3943,"YAMBULLA"
3944,"YANAC-A-YANAC"
3174,"MOORNGAG"
3175,"MOOROODUC"
3176,"MOOROOLBARK"
3177,"MOOROOPNA"
3178,"MOOROOPNA WEST"
3179,"MOORPANYAL"
3180,"MOORTWORRA"
3181,"MOORWINSTOWE"
3182,"MORANDING"
3183,"MORANG"
3184,"MORANGHURK"
3185,"MORAY"
3186,"MORDIALLOC"
3187,"MOREA"
3188,"MOREEP"
3189,"MOREKANA"
3190,"MORKALLA"
3191,"MOROCKDONG"
3192,"MOROKA"
3193,"MORRL MORRL"
3194,"MORTAT"
3195,"MORTCHUP"
3196,"MORTLAKE"
3197,"MOSTYN"
3198,"MOUNT COLE"
3199,"MOURNPOUL"
3200,"MOUTAJUP"
3201,"MOUYONG"
3202,"MOUZIE"
3203,"MOWAMBA"
3204,"MOYANGUL"
3205,"MOYHU"
3206,"MOYREISK"
3207,"MOYSTON"
3208,"MOYSTON WEST"
3209,"MUCKLEFORD"
3210,"MUDGEEGONGA"
3211,"MULCRA"
3212,"MULGRAVE"
3213,"MULLAGONG"
3214,"MULLAWYE"
3215,"MULLINDOLINGONG"
3216,"MULLROO"
3217,"MULLUNGDUNG"
3218,"MUMBANNAR"
3219,"MUMBEL"
3220,"MUNDOONA"
3221,"MUNTHAM"
3222,"MURCHISON"
3223,"MURCHISON NORTH"
3224,"MURDEDUKE"
3225,"MURGHEBOLUC"
3226,"MURLONG"
3227,"MURMUNGEE"
3228,"MURNDAL"
3229,"MURNUNGIN"
3230,"MURRABIT"
3231,"MURRABIT WEST"
3232,"MURRAMURRANGBONG"
3233,"MURRANDARRA"
3234,"MURRAWONG"
3235,"MURRINDAL EAST"
3236,"MURRINDAL WEST"
3237,"MURRINDINDI"
3238,"MURRNROONG"
3239,"MURROON"
3240,"MURRUNGOWAR"
3241,"MURTCAIM"
3242,"MURYRTYM"
3243,"MUSKERRY"
3244,"MYALL"
3245,"MYAMYN"
3246,"MYARING"
3247,"MYRNIONG"
3248,"MYRRHEE"
3249,"MYRTLEFORD"
3250,"MYSIA"
3251,"NAGWARRY"
3252,"NALANGIL"
3253,"NANAPUNDAH"
3254,"NANDEMARRIMAN"
3255,"NANGANA"
3256,"NANGEELA"
3257,"NANIMIA"
3258,"NANNEELLA"
3259,"NANOWIE"
3260,"NAPIER"
3261,"NAP-NAP-MARRA"
3262,"NAPPA"
3263,"NAR-BE-THONG"
3264,"NARBOURAC"
3265,"NAREEB NAREEB"
3266,"NARIEL"
3267,"NARINGANINGALOOK"
3268,"NARINGHIL NORTH"
3269,"NARINGHIL SOUTH"
3270,"NARIOKA"
3271,"NARMBOOL"
3272,"NAR-NAR-GOON"
3273,"NARRACAN"
3274,"NARRACAN SOUTH"
3275,"NARRANG"
3276,"NARRAPORT"
3277,"NARRAWATURK"
3278,"NARRAWONG"
3279,"NARREE WORRAN"
3280,"NARREWILLOCK"
3281,"NARROBUK"
3282,"NARROBUK NORTH"
3283,"NARRUNG"
3284,"NATEYIP"
3285,"NATIMUK"
3286,"NATTE MURRANG"
3287,"NATTEYALLOCK"
3288,"NAVARRE"
3289,"NAYOOK"
3290,"NAYOOK WEST"
3291,"NEEREMAN"
3292,"NEERIM"
3293,"NEERIM EAST"
3294,"NEILBOROUGH"
3295,"NEKEEYA"
3296,"NENANDIE"
3297,"NEPEAN"
3298,"NERICK"
3299,"NERRAN"
3300,"NERRENA"
3301,"NERRING"
3302,"NERRIN NERRIN"
3303,"NEUARPUR"
3304,"NEWHAM"
3305,"NEWLINGROOK"
3306,"NEWMERELLA"
3307,"NGALLO"
3308,"NIAGAROON"
3309,"NILLAHCOOTIE"
3310,"NILLUMBIK"
3311,"NINDOO"
3312,"NI NI"
3313,"NINNIE"
3314,"NINYEUNOOK"
3315,"NIRRANDA"
3316,"NOLAN"
3317,"NOOJEE"
3318,"NOOJEE EAST"
3319,"NOONGA"
3320,"NOORILIM"
3321,"NOORINBEE"
3322,"NOORONGONG"
3323,"NORONG"
3324,"NORTHWOOD"
3325,"NOWA NOWA"
3326,"NOWA NOWA SOUTH"
3327,"NOWIE"
3328,"NOWINGI"
3329,"NOWYEO"
3330,"NOYONG"
3331,"NULKWYNE"
3332,"NULLAN"
3333,"NULLAWARRE"
3334,"NULLAWIL"
3335,"NUMBIE-MUNJIE"
3336,"NUMBRUK"
3337,"NUNAWADING"
3338,"NUNGAL"
3339,"NUNGATTA"
3340,"NUNNIONG"
3341,"NUNTIN"
3342,"NURCOUNG"
3343,"NURNURNEMAL"
3344,"NURONG"
3345,"NURRABIEL"
3346,"NYALLO"
3347,"NYANG"
3348,"NYPO"
3349,"NYRRABY"
3350,"OLANGOLAH"
3351,"OLNEY"
3352,"OMEO"
3353,"ONDIT"
3354,"ONYIM"
3355,"ORBOST"
3356,"ORBOST EAST"
3357,"OTWAY"
3358,"OUYEN"
3359,"OXLEY"
3360,"PAARATTE"
3361,"PAIGNIE"
3362,"PAINSWICK"
3363,"PAKENHAM"
3364,"PALLARANG"
3365,"PALPARA"
3366,"PANBULLA"
3367,"PANMURE"
3368,"PANNOOBAMAWM"
3369,"PANNOOMILLOO"
3370,"PANYULE"
3371,"PANYYABYR"
3372,"PARAPARAP"
3373,"PARRIE YALLOAK"
3374,"PARUPA"
3375,"PARWAN"
3376,"PATCHEWOLLOCK"
3377,"PATCHEWOLLOCK NORTH"
3378,"PATHO"
3379,"PAWBYMBYR"
3380,"PAYWIT"
3381,"PEECHELBA"
3382,"PEECHEMBER"
3383,"PELLUEBLA"
3384,"PENDYK PENDYK"
3385,"PENGANA"
3386,"PENTAL ISLAND"
3387,"PERENNA"
3388,"PERRIT PERRIT"
3389,"PHILLIP ISLAND"
3390,"PIAMBIE"
3391,"PIANGIL"
3392,"PIANGIL WEST"
3393,"PICOLA"
3394,"PIER-MILLAN"
3395,"PIGICK"
3396,"PINE LODGE"
3397,"PINES"
3398,"PINNAK"
3399,"PINNIBAR"
3400,"PIRCARRA"
3401,"PIRRO"
3402,"PIRRON YALOAK"
3403,"POLIAH NORTH"
3404,"POLIAH SOUTH"
3405,"POLISBET"
3406,"POMBORNEIT"
3407,"POMPAPIEL"
3408,"POM POM"
3409,"POMPONDEROO"
3410,"POORNEET"
3411,"POOWONG"
3412,"POOWONG EAST"
3413,"POREPUNKAH"
3414,"PORTLAND"
3415,"POWLETT"
3416,"PRAHRAN"
3417,"PRANJIP"
3418,"PROOINGA"
3419,"PROPODOLLAH"
3420,"PUCKAPUNYAL"
3421,"PUEBLA"
3422,"PULLUT"
3423,"PURDEET"
3424,"PURDEET EAST"
3425,"PURGAGOOLAH"
3426,"PURNIM"
3427,"PURNYA"
3428,"PURRUMBETE NORTH"
3429,"PURRUMBETE SOUTH"
3430,"PYALONG"
3431,"PYWHEITJORRK"
3432,"QUAG-MUNJIE"
3433,"QUAMBATOOK"
3434,"QUAMBY"
3435,"QUAMBY NORTH"
3436,"QUANTONG"
3437,"QUEENSTOWN"
3438,"RAAK"
3439,"RAGLAN"
3440,"RAGLAN WEST"
3441,"RATHSCAR"
3442,"RAVENSWOOD"
3443,"REDBANK"
3444,"RED BLUFF"
3445,"REDCASTLE"
3446,"REDESDALE"
3447,"REDRUTH"
3448,"REYNARD"
3449,"RIACHELLA"
3450,"RICH AVON EAST"
3451,"RICH AVON WEST"
3452,"RINGWOOD"
3453,"ROCHESTER"
3454,"ROCHESTER WEST"
3455,"ROCHFORD"
3456,"RODBOROUGH"
3457,"ROSEDALE"
3458,"ROSENEATH"
3459,"ROTHESAY"
3460,"RUFFY"
3461,"RUNNYMEDE"
3462,"RUPANYUP"
3463,"ST. ARNAUD"
3464,"ST. CLAIR"
3465,"ST. HELENS"
3466,"ST. JAMES"
3467,"ST. MARGARET"
3468,"SALE"
3469,"SALISBURY"
3470,"SALISBURY WEST"
3471,"SAMARIA"
3472,"SANDFORD"
3473,"SANDHURST"
3474,"SANDON"
3475,"SARGOOD"
3476,"SARSFIELD"
3477,"SCARSDALE"
3478,"SCORESBY"
3479,"SEACOMBE"
3480,"SEDGWICK"
3481,"SEYMOUR"
3482,"SHADFORTH"
3483,"SHELBOURNE"
3484,"SHELFORD"
3485,"SHELFORD WEST"
3486,"SHEPPARTON"
3487,"SHERWOOD"
3488,"SHIRLEY"
3489,"SKIPTON"
3490,"SMEATON"
3491,"SMYTHESDALE"
3492,"SNAKE ISLAND"
3493,"SPINIFEX"
3494,"SPRINGFIELD"
3495,"SPRING HILL"
3496,"SPRING PLAINS"
3497,"STANDER"
3498,"STANLEY"
3499,"STAWELL"
3500,"STEAVENSON"
3501,"STEWARTON"
3502,"STRADBROKE"
3503,"STRANGWAYS"
3504,"STRATFORD"
3505,"STRATHBOGIE"
3506,"STRATHFIELDSAYE"
3507,"STRATHMERTON"
3508,"STREATHAM"
3509,"STRUAN"
3510,"SUGGAN BUGGAN"
3511,"SUNDAY ISLAND"
3512,"SUNSET"
3513,"SUTTON"
3514,"SUTTON GRANGE"
3515,"SWANWATER"
3516,"SWITZERLAND"
3517,"TAARAAK"
3518,"TABBARA"
3519,"TABBERABBERA"
3520,"TABILK"
3521,"TAGGERTY"
3522,"TAHARA"
3523,"TALAMBE"
3524,"TALGARNO"
3525,"TALGITCHA"
3526,"TALLAGEIRA"
3527,"TALLANDOON"
3528,"TALLANG"
3529,"TALLANGALLOOK"
3530,"TALLANGATTA"
3531,"TALLANGOORK"
3532,"TALLAROOK"
3533,"TALLYGAROOPNA"
3534,"TAMBO"
3535,"TAMBOON"
3536,"TAMBORITHA"
3537,"TAMINICK"
3538,"TAMLEUGH"
3539,"TANDAROOK"
3540,"TANDARRA"
3541,"TANGAMBALANGA"
3542,"TANJIL"
3543,"TANJIL EAST"
3544,"TAPAROO"
3545,"TAPONGA"
3546,"TARA"
3547,"TARCOMBE"
3548,"TARIPTA"
3549,"TARKEETH"
3550,"TARLDARN"
3551,"TARNAGULLA"
3552,"TARNEIT"
3553,"TARRAGAL"
3554,"TARRANGINNIE"
3555,"TARRANGO"
3556,"TARRANYURK"
3557,"TARRA TARRA"
3558,"TARRAWARRA"
2001,"ACHERON"
2002,"ADDINGTON"
2003,"ADJIE"
2004,"ADZAR"
2005,"AIRE"
2006,"ALBACUTYA"
2007,"ALBERTON EAST"
2008,"ALBERTON WEST"
2009,"ALEXANDRA"
2010,"ALLAMBEE"
2011,"ALLAMBEE EAST"
2012,"AMHERST"
2013,"AMPHITHEATRE"
2014,"ANAKIE"
2015,"ANGAHOOK"
2016,"ANGORA"
2017,"ANNUELLO"
2018,"ANNYA"
2019,"ARAPILES"
2020,"ARARAT"
2021,"ARBUCKLE"
2022,"ARCADIA"
2023,"ARCHDALE"
2024,"ARDNO"
2025,"ARDONACHIE"
2026,"AREEGRA"
2027,"ARGYLE"
2028,"ASCOT"
2029,"ASHENS"
2030,"AUDLEY"
2031,"AVENEL"
2032,"AVOCA"
2033,"AWONGA"
2034,"AXEDALE"
2035,"BAANGAL"
2036,"BAAWANG"
2037,"BABATCHIO"
2038,"BAEL BAEL"
2039,"BAGSHOT"
2040,"BAHGALLAH"
2041,"BAILIESTON"
2042,"BAIRNSDALE"
2043,"BALLAN"
2044,"BALLANGEICH"
2045,"BALLAPUR"
2046,"BALLARAT"
2047,"BALLARK"
2048,"BALLENDELLA"
2049,"BALLIANG"
2050,"BALLOONG"
2051,"BALLYROGAN"
2052,"BALMATTUM"
2053,"BALMORAL"
2054,"BALNARRING"
2055,"BALROOK"
2056,"BALROOTAN"
2057,"BAMAWM"
2058,"BAMBADIN"
2059,"BAMBRA"
2060,"BAMGANIE"
2061,"BANANGAL"
2062,"BANGERANG"
2063,"BANU BONYIT"
2064,"BANYARMBITE"
2065,"BANYENA"
2066,"BANYENONG"
2067,"BARAMBOGIE"
2068,"BARANDUDA"
2069,"BARCHAN"
2070,"BARGA"
2071,"BARING"
2072,"BARING NORTH"
2073,"BARINGHUP"
2074,"BARKLY"
2075,"BARMAH"
2076,"BARNAWARTHA NORTH"
2077,"BARNAWARTHA SOUTH"
2078,"BARNOOLUT"
2079,"BARONGAROOK"
2080,"BARP"
2081,"BARRAKEE"
2082,"BARRAMUNGA"
2083,"BARRARBOOL"
2084,"BARROWORN"
2085,"BARWIDGEE"
2086,"BARWITE"
2087,"BARWO"
2088,"BARWON DOWNS"
2089,"BARWONGEMOONG"
2090,"BATCHICA"
2091,"BATYIK"
2092,"BAULKAMAUGH"
2093,"BAW BAW"
2094,"BAYNTON"
2095,"BEALIBA"
2096,"BEAUFORT"
2097,"BECKWORTH"
2098,"BEEAR"
2099,"BEECHWORTH"
2100,"BEEK BEEK"
2101,"BEENAK"
2102,"BEERIK"
2103,"BEETHANG"
2104,"BEEWAR"
2105,"BELFAST"
2106,"BELLARINE"
2107,"BELLAURA"
2108,"BELLELLEN"
2109,"BELOKA"
2110,"BELVOIR WEST"
2111,"BEMBOKA"
2112,"BEMM"
2113,"BENALLA"
2114,"BENAMBRA"
2115,"BENAYEO"
2116,"BENDOCK"
2117,"BENETOOK"
2118,"BENGWORDEN"
2119,"BENGWORDEN SOUTH"
2120,"BENJEROOP"
2121,"BEOLITE"
2122,"BEPCHA"
2123,"BEREMBOKE"
2124,"BERONTHA"
2125,"BERRIMAL"
2126,"BERRINGA"
2127,"BERRINGAMA"
2128,"BERRIWILLOCK"
2129,"BERRMARR"
2130,"BERROOK"
2131,"BERWICK"
2132,"BESSIEBELLE"
2133,"BET BET"
2134,"BETE BOLONG NORTH"
2135,"BETE BOLONG SOUTH"
2136,"BETKA"
2137,"BEULAH"
2138,"BEYAL"
2139,"BIDWELL"
2140,"BIG BILLY"
2141,"BIG DESERT"
2142,"BIL-BIL-WYT"
2143,"BILLABONG"
2144,"BILLIAN"
2145,"BILLIMINAH"
2146,"BILPAH"
2147,"BIMBOURIE"
2148,"BINDI"
2149,"BINGINWARRI"
2150,"BINGO-MUNJIE"
2151,"BINGO-MUNJIE NORTH"
2152,"BINGO-MUNJIE SOUTH"
2153,"BINNICAN"
2154,"BINNUC"
2155,"BIRREGUN"
2156,"BIRREGURRA"
2157,"BITCHIGAL"
2158,"BITTERANG"
2159,"BITTERN"
2160,"BLACKWOOD"
2161,"BOCHARA"
2162,"BOGA"
2163,"BOGALARA"
2164,"BOGONG NORTH"
2165,"BOGONG SOUTH"
2166,"BOHO"
2167,"BOIGBEAT"
2168,"BOIKERBERT"
2169,"BOINKA"
2170,"BOLAIRA"
2171,"BOLANGUM"
2172,"BOLERCH"
2173,"BOLGA"
2174,"BOLLINDA"
2175,"BOLWARRA"
2176,"BONANG"
2177,"BONDI"
2178,"BONEGILLA"
2179,"BONN"
2180,"BONTHERAMBO"
2181,"BOODYARN"
2182,"BOOLA BOLOKE"
2183,"BOOLA BOOLA"
2184,"BOOLE POOLE"
2185,"BOOLUNGAL"
2186,"BOOMAHNOOMOONAH"
2187,"BOONAH"
2188,"BOONAHWAH"
2189,"BOONDEROOT"
2190,"BOORAN"
2191,"BOORGUNYAH"
2192,"BOORHAMAN"
2193,"BOORLEE"
2194,"BOOROLITE"
2195,"BOORONG"
2196,"BOORONGIE"
2197,"BOOROOPKI"
2198,"BOORPOOL"
2199,"BOORPUK"
2200,"BOORT"
2201,"BOOSEY"
2202,"BOOTAHPOOL"
2203,"BORAMBORAM"
2204,"BOREANG EAST"
2205,"BOREANG WEST"
2206,"BORHONEYGHURK"
2207,"BORODOMANIN"
2208,"BOROKA"
2209,"BOROONDARA"
2210,"BORRIYALLOAK"
2211,"BORUNG"
2212,"BOULKA"
2213,"BOURKA"
2214,"BOWEYA"
2215,"BOW-WORRUNG"
2216,"BRADFORD"
2217,"BRALAK"
2218,"BRAMBURRA"
2219,"BRAMBY"
2220,"BRANJEE"
2221,"BRANKEET"
2222,"BRANXHOLME"
2223,"BRENANAH"
2224,"BREWSTER"
2225,"BRIAGOLONG"
2226,"BRIDGEWATER"
2227,"BRIGHT"
2228,"BRIMBOAL"
2229,"BRIMBONGA"
2230,"BRIM BRIM"
2231,"BRIMIN"
2232,"BRINDAT"
2233,"BRINGALBART"
2234,"BRIT BRIT"
2235,"BROADFORD"
2236,"BROADLANDS"
2237,"BROADWATER"
2238,"BROCKIE"
2239,"BRUARONG"
2240,"BRUCKNELL"
2241,"BRUK BRUK"
2242,"BRUTHEN"
2243,"BUANGOR"
2244,"BUCHAN"
2245,"BUCKENDERRA"
2246,"BUCKERAN YARRACK"
2247,"BUCKLAND"
2248,"BUCKRABANYULE"
2249,"BUDGEE BUDGEE"
2250,"BUDGEREE"
2251,"BUDGERUM EAST"
2252,"BUDGERUM WEST"
2253,"BULART"
2254,"BULBAN"
2255,"BULGA"
2256,"BULGABACK"
2257,"BULGANA"
2258,"BULLA BULLA"
2259,"BULLAMALK"
2260,"BULLANBUL"
2261,"BULLAROOK"
2262,"BULLARTO"
2263,"BULLAWIN"
2264,"BULLEEN"
2265,"BULLENGAROOK"
2266,"BULLIOH"
2267,"BULLUMWAAL"
2268,"BULLUNG"
2269,"BUMBANG"
2270,"BUMBERRAH"
2271,"BUNDALAGUAH"
2272,"BUNDALONG"
2273,"BUNDARA-MUNJIE"
2274,"BUNDOWRA"
2275,"BUNGAL"
2276,"BUNGALALLY"
2277,"BUNGAMERO"
2278,"BUNGANAIL"
2279,"BUNGAREE"
2280,"BUNG BONG"
2281,"BUNGEELTAP"
2282,"BUNGEET"
2283,"BUNGIL"
2284,"BUNGIL EAST"
2285,"BUNGULUKE"
2286,"BUNGYWARR"
2287,"BUNINYONG"
2288,"BUNNUGAL"
2289,"BUNUROUK"
2290,"BUNYIP"
2291,"BURAGWONDUC"
2292,"BURGOYNE"
2293,"BURKE"
2294,"BURNELL"
2295,"BURNEWANG"
2296,"BURRA"
2297,"BURRAH BURRAH"
2298,"BURRAMBOOT"
2299,"BURRAMBOOT EAST"
2300,"BURRAMINE"
2301,"BURRONG NORTH"
2302,"BURRONG SOUTH"
2303,"BURROWYE"
2304,"BURRUMBEEP"
2305,"BURRUMBEET"
2306,"BURRUM BURRUM"
2307,"BURRUNGABUGGE"
2308,"BURTWARRAH"
2309,"BURUPGA"
2310,"BUTGULLA"
2311,"BUTTLEJORRK"
2312,"BUXTON"
2313,"BYADUK"
2314,"BYAMBYNEE"
2315,"BYANGA"
2316,"BYAWATHA"
2317,"BYJUKE"
2318,"BYLANDS"
2319,"CABANANDRA"
2320,"CALIVIL"
2321,"CALLAWADDA"
2322,"CALLIGNEE"
2323,"CAMBACANYA"
2324,"CAMBATONG"
2325,"CAMPASPE"
2326,"CAMPBELLTOWN"
2327,"CANABORE"
2328,"CANIAMBO"
2329,"CANNIE"
2330,"CANNUM"
2331,"CANTALA"
2332,"CARAG CARAG"
2333,"CARALULUP"
2334,"CARAMBALLUC NORTH"
2335,"CARAMBALLUC SOUTH"
2336,"CARAMUT"
2337,"CARAMUT SOUTH"
2338,"CARAPOOEE"
2339,"CARAPOOEE WEST"
2340,"CARAPOOK"
2341,"CARAPUGNA"
2342,"CARBOOR"
2343,"CARCHAP"
2344,"CARDIGAN"
2345,"CARGERIE"
2346,"CARINA"
2347,"CARISBROOK"
2348,"CARLSRUHE"
2349,"CARLYLE"
2350,"CARNEEK"
2351,"CARNGHAM"
2352,"CAROOL"
2353,"CARORI"
2354,"CARPENDEIT"
2355,"CARRAH"
2356,"CARRAJUNG"
2357,"CARRAK"
2358,"CARRARAGARMUNGEE"
2359,"CARRON"
2360,"CARRUNG-E-MURNONG"
2361,"CARRUNO"
2362,"CARWARP"
2363,"CARWARP WEST"
2364,"CASTERTON"
2365,"CASTLE DONNINGTON"
2366,"CASTLEMAINE"
2367,"CATIABRIM"
2368,"CAVENDISH"
2369,"CHANGUE"
2370,"CHANGUE EAST"
2371,"CHARAM"
2372,"CHARLTON EAST"
2373,"CHARLTON WEST"
2374,"CHATSWORTH"
2375,"CHATSWORTH WEST"
2376,"CHEPSTOWE"
2377,"CHERRINGTON"
2378,"CHEWTON"
2379,"CHILLINGOLLAH"
2380,"CHILPIN"
2381,"CHILTERN"
2382,"CHILTERN WEST"
2383,"CHINAMAN FLAT"
2384,"CHINANGIN"
2385,"CHINTIN"
2386,"CHIPRICK"
2387,"CLARENDON"
3945,"YANAKIE"
3946,"YANAKIE SOUTH"
3947,"YANDOIT"
3948,"YANGARDOOK"
3949,"YANGERAHWILL"
3950,"YANGERY"
3951,"YANGOURA"
3952,"YANIPY"
3953,"YANNATHAN"
3954,"YAN YAN GURT"
3955,"YAN YEAN"
3956,"YARAK"
3957,"YARAMBA"
3958,"YARCK"
3959,"YARIMA"
3960,"YARPTURK"
3961,"YARRABERB"
3962,"YARRAGON"
3963,"YARRAM YARRAM"
3964,"YARRAMYLJUP"
3965,"YARRANGOOK"
3966,"YARRARA"
3967,"YARRAWONGA"
3968,"YARRAYNE"
3969,"YARROCK"
3970,"YARROWALLA"
3971,"YARROWEE"
3972,"YARROWEYAH"
3973,"YATCHAW EAST"
3974,"YATCHAW WEST"
3975,"YATMERONE"
3976,"YAT NAT"
3977,"YATPOOL"
3978,"YAUGHER"
3979,"YEA"
3980,"YEARINGA"
3981,"YEERIK"
3982,"YEERUNG"
3983,"YEHRIP"
3984,"YELLANGIP"
3985,"YELTA"
3986,"YELWELL"
3987,"YEO"
3988,"YERING"
3989,"YERTOO"
3990,"YETH-YOUANG"
3991,"YEUNGROON"
3992,"YIELIMA"
3993,"YINNAR"
3994,"YONDUK"
3995,"YOUANMITE"
3996,"YOUARANG"
3997,"YOUARRABUK"
3998,"YOUPAYANG"
3999,"YOUPELLA"
4000,"YOWANG"
4001,"YULECART"
4002,"YUNGERA"
4003,"YUONGA"
4004,"YUPPECKIAR"
4005,"YUROKE"
4011,"THURGOONA [NSW]"
